node0,node1
12376,12614
9991,9646
9646,8349
13179,3618
9583,8292
7047,8592
13026,8523
8568,8523
12856,8523
8523,3119
8523,2203
1257,8523
8523,12614
3043,8523
8523,3058
1862,8523
8523,3060
8523,3121
7029,8523
432,8523
8523,5205
9802,8523
2248,8523
8523,11936
8523,8690
8523,10067
5368,12654
11858,1256
715,6977
715,10682
8040,1257
5563,1152
5563,4870
9789,12903
4967,3324
318,4967
9361,720
8285,4256
9683,1455
13023,12866
9683,9666
9666,12420
9666,8321
9666,7908
5826,9666
9376,9666
4243,9666
7426,9666
9666,2635
3590,3949
3590,3945
3664,11491
1582,3664
3664,1526
3664,12011
944,3664
10719,3664
3664,3570
3664,1255
3664,5200
12204,3664
4935,3664
7029,3664
12221,3664
10974,4188
1792,4188
4188,1624
3631,4188
8313,831
4967,7364
6827,12618
3157,3918
3918,10414
11617,3918
3918,11619
12919,10292
13361,3474
8312,13361
4075,10292
10292,5872
10292,6704
11627,10292
5957,10292
8893,10292
13971,10292
6642,10292
10292,12474
10292,13252
4339,3918
1,3918
3918,2635
3918,12108
3918,6732
3918,4070
3918,9118
3918,11862
3918,3766
3918,6489
3918,11703
3918,8657
3918,2300
13136,3918
3918,2027
6518,3918
4394,3918
3918,4947
3918,6765
239,3918
4105,3918
3918,4951
3918,9706
3918,2678
5975,3918
3918,6779
13697,3918
5980,3918
3532,3918
3918,2295
12193,3918
3918,7305
1060,3918
407,3918
3504,3918
4391,3918
8658,3918
12935,3918
7689,3918
1310,3918
6488,3918
4268,3918
12111,3918
5515,3918
9298,3918
2204,3918
3918,3035
3918,8315
3918,13673
3918,5130
3918,9704
12919,4864
600,168
2827,12735
12896,5722
9886,10025
12893,9886
2038,9783
2038,6832
2038,1840
8510,2038
2038,4963
11055,2038
12893,3590
12893,1635
12893,3271
2043,219
1207,2043
4256,7756
1891,4256
6827,3948
12618,11916
8755,5110
10892,3221
10896,9039
12907,6714
12926,6714
3631,12960
12878,6380
12878,10814
12971,9191
9191,12895
12618,1526
405,3972
1018,405
405,1017
11686,1041
12796,4395
12796,600
12796,3689
893,13024
3689,893
8404,1150
1150,3590
893,3590
893,7538
1635,12917
12917,11058
12917,1537
12982,275
275,5836
11059,275
4966,2910
2910,4967
9156,12917
9156,7966
12074,3590
3590,12073
12917,1924
8285,10855
4244,5388
3095,11301
12725,11303
11304,11887
11889,11305
11306,11885
11976,11301
12026,5699
3489,12614
12617,3489
4574,479
4565,464
13365,12917
5221,7413
318,3386
5863,6986
1733,5772
1733,7710
9228,1871
1894,1970
2374,2976
266,6162
12917,2216
2216,4553
2217,6162
2453,7912
412,2597
2597,10915
2601,1136
2601,12486
2601,10112
12557,2601
3043,6162
1188,2659
3107,2659
2660,3107
2769,9228
2944,6162
2974,12917
6161,3158
3158,6162
3307,7532
3361,6163
3361,6166
3377,6161
8704,11027
8704,11311
11686,8704
8753,8704
8704,13501
12653,3386
12657,3386
3386,12576
12613,3386
3386,1236
11525,3386
3386,8974
3386,12471
7625,3386
12671,3386
3386,12666
3386,13492
3740,3567
3718,684
3718,8007
12657,4026
12705,4026
12917,4026
4026,9078
4026,10252
8836,4026
4026,13425
4026,13335
12653,4056
4056,10912
4553,4057
4125,2300
4341,4119
4119,162
13077,4119
4119,6596
4119,796
4119,1957
4553,4118
4175,10800
4175,8007
6162,4324
10915,4397
6162,4482
4571,2828
12125,4347
4605,8190
11502,4605
10439,4605
4605,11965
6302,4605
12597,4605
13149,4605
11830,4605
8573,4605
5789,9984
6162,4811
6168,4944
4944,6162
4938,6162
5040,6162
3180,12695
3180,6635
5104,5833
6161,7947
6761,5125
5226,6986
5226,6161
6162,5226
8007,627
6162,5186
4774,13418
2019,6162
3132,3878
12976,5505
1688,5514
5515,9786
5699,5573
5573,9932
10986,6162
5787,5692
12572,5902
5924,6162
6049,13243
6046,12572
4553,5520
9228,9711
10798,6212
12517,6212
6212,6161
6162,6212
5810,5772
5772,7369
9237,5772
9238,5772
5772,12860
12735,5772
5772,5366
5772,1971
5772,217
11740,5772
5772,1270
5779,5772
5772,3748
6563,5772
3902,5772
6066,5772
5772,5407
5772,5801
10949,5772
5772,6065
5772,9101
5800,5772
5807,5772
5774,12860
5776,12677
5778,12917
11502,5789
6302,5789
5789,7418
5789,10503
5789,6761
6162,6231
7043,6345
6455,6162
9788,12917
6696,8433
10831,6696
6795,409
6835,9786
6835,6166
6162,6844
7459,6857
6863,1540
4527,6651
6916,412
6916,6590
6916,5356
6916,4562
7330,6916
6916,13740
6161,6916
6916,6162
5699,412
5213,412
13468,412
7984,412
7118,6161
6162,7118
7169,12614
7169,11227
4553,7304
7459,9786
12784,7883
7710,7418
3562,7710
12847,7710
8786,5005
7930,6541
7912,7910
9841,8038
8059,4553
7747,8194
8231,6986
8231,6162
4553,8420
12572,8433
8433,6698
8520,6162
8560,12724
8790,6161
6162,8790
8826,6162
3198,6159
8090,6159
6159,6469
8933,4423
2702,8933
8933,6986
6162,8933
9059,6162
9072,5699
12657,9075
6162,162
155,6162
6162,156
6161,9173
3900,12397
9226,3459
9228,10439
10883,9228
9228,8888
10974,9228
13425,9228
7330,9228
7681,9228
9218,5964
6162,9302
8603,6986
6162,8603
2955,3869
5787,9389
8648,10050
8648,12523
8648,1674
9841,3474
7628,9841
9841,1743
11502,12657
12657,12860
12572,12657
7934,12657
10503,12657
12657,6042
11027,10065
1465,10357
10360,6162
13243,4980
8002,2745
10800,4588
10800,6162
5699,11502
1975,11502
6635,11502
5787,11502
11027,4255
11027,1815
11027,12514
11027,13459
2561,10439
10439,2269
10439,10204
9904,10439
11323,10883
6162,11380
12917,10223
4597,11538
11538,13456
11538,6698
11538,13582
11720,11538
11544,5449
11617,4553
11665,11650
11665,11655
7568,11894
11965,388
3508,6162
5699,13234
3121,11996
7078,13471
7131,12042
1688,12042
1974,12042
12042,388
12695,12860
12860,8974
12860,9786
5787,12860
11632,6166
6164,11632
11632,6162
12066,9086
12572,12695
12572,1270
5453,12572
13281,12572
6469,12573
12613,6302
6001,12614
9997,12695
12695,10503
13425,12695
12695,1005
12695,5271
12866,6162
12915,12931
1465,12915
12915,12976
1340,12917
12917,9364
12917,10896
12990,12917
4554,12917
12917,1216
12917,5121
5953,12917
4553,11686
13060,1069
13001,6162
10576,6162
9569,3795
10213,12072
12072,984
6162,13357
10219,13462
13740,13925
13998,13570
13994,7418
13632,7308
13425,14009
3900,1358
4868,718
6851,13998
5980,9820
4597,9682
13582,9682
12671,8286
6458,7418
4597,12853
11830,4597
4597,13576
1236,11608
6176,11607
11607,6986
6162,11607
3779,1552
12802,1552
12125,3474
217,3481
6229,5964
12853,6229
5264,6162
1188,1841
7319,6162
11209,13131
11673,3878
5618,8583
1815,1270
5787,1815
6162,1815
683,1953
6162,684
6302,12125
6302,7114
1976,6302
6302,11372
3206,8974
12724,8974
8974,8573
8974,4088
13932,8501
12106,6162
10915,6493
4925,6896
474,718
10732,6176
3742,12616
6099,7113
7418,13089
7418,6746
7308,7418
12125,7418
7418,9192
6994,7418
13125,7418
7418,6987
10964,7418
409,7418
7418,13703
7418,3779
7418,6066
4925,7418
6065,7418
7418,9101
7418,13473
10798,6162
11760,3378
13089,12671
6635,13089
13089,5787
9161,13089
13998,13986
1340,10920
5747,6042
8250,8427
1795,3900
7934,9786
7934,12684
7934,6202
7934,5787
6168,7934
6162,8036
6162,3114
10883,12152
10883,1309
6162,268
4553,12649
1465,10421
11451,12853
11451,6161
11451,6162
6162,9680
1220,1069
1220,3878
6042,5457
718,1669
6162,5837
7620,4553
6176,4527
4527,6161
4527,6162
1974,6590
3589,12553
12148,6168
7542,5989
6162,11740
2541,8690
3459,2024
3779,3459
3459,8969
13892,3459
3459,13473
13737,10219
12666,10219
10219,5028
4553,7112
8569,6162
13471,9786
9786,13425
9786,2702
1199,9786
12514,2527
6098,12923
6789,13657
8076,13657
6162,1120
3206,5459
1145,6161
1145,6162
5964,12671
5964,6065
6761,7308
8573,7308
12055,2267
11872,13533
13234,1645
1540,13492
6162,13551
2903,13125
6162,2069
6162,4373
6162,7601
9192,6161
6162,9192
6162,4123
8668,6162
12976,13380
2971,6162
7295,8599
4617,4817
13234,12671
6635,10503
6162,10503
4553,11786
11558,1025
6162,3947
12671,5551
13698,13998
13991,13998
13998,13572
9193,1150
1150,13736
8573,1150
1150,2702
5787,12591
12591,6166
7542,8007
4617,10188
13125,8509
9286,6176
2948,1837
6986,13125
6162,13230
2262,6162
4553,12671
8058,6162
7542,5988
5787,6761
2764,8002
2764,12334
4553,13641
6986,3105
6635,6042
6042,388
6042,6168
6162,6042
4553,7178
11243,4553
739,4553
1659,11967
6161,409
409,6162
6162,10137
3164,10135
6162,12156
12853,6194
12853,6202
12853,6392
12853,5787
6986,12853
12853,6166
6168,12853
12853,6164
12853,6167
6162,12853
3164,7273
9989,6162
6194,6161
6162,6194
6200,6161
6161,6218
6162,6218
6162,3779
8573,6635
8573,5787
6162,13098
6161,1642
6162,1642
13747,13740
11967,5542
6220,6161
6161,6202
6202,6162
12666,3770
6162,6453
6162,857
4871,6162
6162,8776
11935,6710
9338,6162
3017,6162
2693,6161
2693,6162
3770,5833
6162,6176
12677,13740
6187,6986
6173,6986
6986,6192
2224,6162
6162,4312
10552,6162
13740,13991
13492,6162
6161,6172
6162,6172
6162,6166
6162,6168
6162,6161
6192,6161
6161,6209
6162,6164
6167,6162
8002,6162
6162,6192
6209,6162
6162,6193
5089,12917
5089,7546
2009,3410
2043,11457
12169,6653
11318,8790
9166,12993
12854,2633
12854,1883
12854,4964
12854,12108
7756,7037
7756,7036
12854,13178
12854,9629
13178,9629
12854,161
5652,4967
5652,11457
2740,2204
12545,12902
12971,8510
8963,11807
8963,9854
9000,3779
3779,6315
1567,5836
5336,12919
2297,12503
2292,12503
12503,8358
1748,5836
5520,11964
6664,11964
11964,3125
4891,5836
5836,4870
4896,5835
12919,1050
12919,1737
2879,1050
11070,12863
11070,4155
10443,699
10443,3324
11935,10443
11921,10443
10443,700
10443,703
10443,701
700,699
8404,5836
11058,8404
8295,8863
8863,5836
1635,7037
5758,5836
3710,5836
10253,5836
5836,12936
11878,5836
3590,6144
3590,6143
2788,6746
7658,6746
6746,12614
6865,6746
11606,6746
6746,1198
12502,3865
9060,10917
11254,1347
3361,5090
3348,1347
1347,11056
9060,7947
7948,9060
5758,9060
9060,7690
8702,9060
6746,5836
6746,5837
3689,11089
11088,3689
3689,2705
3689,9789
3689,1868
6746,6678
7540,3712
7539,4896
3712,7539
4071,5836
5836,4854
8960,9748
8960,3351
11977,8960
8960,11976
4155,3590
11058,4155
11471,2432
4896,7982
7982,4858
1029,7982
10897,4896
4856,7982
684,2432
696,2432
11564,9060
682,2432
1186,556
318,556
7377,556
556,1244
11471,556
8428,556
9060,13169
7608,7103
9058,10462
4501,11129
11127,4501
5836,4501
5836,5223
9060,7149
1606,9060
9060,11128
318,5836
5130,5836
8566,9060
5836,9301
5835,9301
9301,9785
9301,12118
4025,5046
4024,3590
1635,4024
6149,7488
7488,3590
4880,1635
1347,3590
920,8285
1347,12893
5758,3732
3712,5758
1730,3590
1730,12108
10210,6869
13006,8617
13006,8618
10815,5688
10815,5677
5691,10815
4169,6648
11933,1130
11070,1811
3361,4025
4149,5
3689,11188
3689,11701
7983,3689
6134,3689
8793,13034
11058,4897
6862,11150
11150,6863
3619,9782
3620,9782
4460,7868
7275,7868
11439,7868
7868,9869
7868,7358
13194,7868
13361,7868
12483,7868
11241,7868
7868,10605
7868,9072
1575,7868
10155,7868
7868,2569
7868,12024
8125,9637
1582,11989
2008,11989
2554,4979
8292,5836
4963,732
732,4964
7036,5046
5629,8042
5836,5200
1635,7036
8404,5758
1866,3590
1866,8042
11386,3590
3879,1275
3694,9774
6975,3694
3694,8312
9844,3694
11159,3694
12031,8312
12031,6975
12031,9774
11659,11799
11658,11799
7036,12241
12796,7358
12115,1635
2681,9399
3590,7041
1635,13520
2591,1635
3590,2591
3590,6718
7112,8074
7231,12545
7231,7112
7231,9685
5527,7231
11231,7231
7196,7231
9093,7231
5141,7231
11172,7231
9089,9060
9989,9658
9989,9651
12926,9989
5580,11518
5584,11518
5218,9989
9989,9652
5758,3716
10019,4864
10006,8394
10006,4794
11070,12061
1952,12108
11070,11622
5865,11622
5865,11070
9060,13393
13392,9060
7426,4025
7426,4026
5455,10006
10006,5454
7298,7511
10006,11058
5835,7350
3590,3204
9039,3590
11058,3593
2681,2108
3590,3111
3976,3111
698,10873
6551,698
7568,10951
9737,8716
4962,8716
2030,8716
8716,2029
8716,9740
4855,8716
4880,8716
8716,4878
8716,12889
8716,9197
10227,8716
5118,8716
8716,5130
9677,8716
8716,10228
8438,8716
5122,8716
8716,6975
8716,10099
10349,8716
8716,10355
8716,10059
8716,10090
10069,8716
8716,3915
8716,7912
11923,8716
587,4364
10299,9301
9301,1688
9301,14004
11680,9301
9301,5699
5011,1148
1840,3348
3348,1843
3348,720
3348,727
12115,1840
1843,12115
12115,726
12921,1645
1645,12922
7070,1645
5572,11239
11248,5572
11239,8022
11248,8022
11239,131
2904,5593
5593,9789
9682,9060
13378,9060
5593,2629
5593,2630
9993,603
9994,603
12108,3393
3393,7708
8846,13304
6128,8846
9738,8846
905,8846
7543,5190
2673,4256
12958,7987
6790,13030
12974,6790
7556,8133
13520,12974
13531,2030
13520,2045
13520,998
8886,5046
3445,8886
13188,8886
4967,8428
10006,7511
11054,7511
9667,10446
1329,326
1329,7276
2216,1329
1329,2599
5850,1329
1329,2974
3036,1329
1329,5036
6334,1329
162,1329
1329,9275
11993,1329
3508,1329
7966,1329
1329,6416
684,1329
6647,1329
1329,9199
4236,1329
8250,1329
6842,1329
5837,1329
12684,1329
223,1329
10902,1329
920,1329
1329,12508
1329,158
7421,1329
7211,1329
4378,1329
8110,1329
5141,1329
3779,1329
1354,1329
388,1329
1329,11792
1329,6461
1329,12044
1329,4603
1329,1946
1329,2904
1329,2940
3373,1329
4313,1329
1329,4586
1329,5011
1329,7496
1329,7857
1329,8059
8666,1329
8966,1329
9760,1329
9801,1329
10057,1329
10067,1329
1329,10087
10071,1329
10072,1329
10359,1329
1329,10370
1329,10056
1329,10454
1329,13499
200,1329
416,1329
1643,1329
1329,1839
1851,1329
1923,1329
1329,13099
1329,7672
1329,2556
1329,2923
1329,3310
3145,1329
1329,8294
1329,4818
5996,1329
1329,6026
6015,1329
1329,7113
1329,7757
7841,1329
1329,11289
8510,1329
9653,1329
9884,1329
1329,10343
11104,1329
1329,11152
1329,11145
12524,1329
1329,12974
1329,13273
14010,1329
1818,10796
1818,10800
5757,9060
6458,9060
6899,4917
2554,2681
8736,1635
13310,3221
4951,2766
2910,1635
7543,4951
4897,6129
6130,4897
7540,9059
7540,9058
2766,3590
10892,3590
13310,3590
13304,3590
9738,3590
8285,10892
7939,7540
8285,13310
11535,1329
1329,11316
3590,161
479,9869
1259,479
1635,13364
2905,8016
5015,9685
5015,9684
10033,4967
10322,6589
6588,10322
6589,10320
6589,10321
9006,4896
7298,6588
6588,10318
10949,4896
4552,4896
8753,856
4967,2212
13508,377
13508,4944
13508,9317
13508,4062
3313,13508
1738,13508
13508,11418
511,4024
9060,9903
1424,9060
11997,7689
9084,898
898,2463
7397,898
898,5505
898,6834
8025,898
7450,898
898,12573
4150,5
5964,12958
1882,6303
9060,7708
9156,7708
13359,5046
13362,5046
1354,8344
9060,6143
3123,5201
3126,5201
3127,5201
2847,3590
9060,8790
11586,9060
5101,4896
9073,4896
4896,1151
4896,11692
11886,4896
4896,11870
4896,11888
4896,11319
11055,4896
4896,3221
4896,11871
4896,3044
4896,5974
11056,4896
4896,8709
3554,4896
2032,4896
11965,4896
4896,2958
7112,4896
9784,4896
1900,4896
1899,4896
9291,4896
4896,8705
2021,4896
1281,4896
6523,4896
6553,4896
4896,1492
8191,4896
4896,8500
8192,4896
8193,4896
4896,8194
7853,4896
4896,8706
7011,4896
10018,4896
10229,4896
4896,10226
6966,4896
4896,5125
4896,10917
5126,4896
4896,10227
4896,5129
10949,14010
11886,10949
2642,10949
10949,11870
11873,10949
10949,11560
10949,10911
10949,3586
10949,11319
957,10949
5836,10949
10949,11875
10949,10913
10949,11869
10949,320
1151,9737
5101,1151
1324,1151
1151,11152
11149,1151
9740,1151
1151,4774
6456,1151
1151,5203
6455,1151
13432,1641
2021,1641
1641,12606
1643,1493
1645,8042
1048,8164
2732,8164
8164,11027
8164,13136
13333,8164
4974,9006
6854,9006
2021,9006
2021,1643
1643,6854
4821,6854
6854,1645
9060,5455
9060,5835
9060,6017
1913,9058
9060,1913
9059,1913
1913,7936
2707,1347
11405,1347
4563,2753
5838,511
1874,4891
4891,10269
7216,8334
5841,8334
395,5037
395,2204
13108,5037
13108,2204
2707,9790
9790,2709
8960,11084
1578,1213
5077,12919
12921,5077
12960,8510
3917,3348
3773,11921
9126,12919
6862,2977
2977,10200
12898,9789
1583,10206
1257,1584
1258,1582
1258,1584
9337,3773
11921,9337
11058,2620
7355,7636
2688,4854
6361,4854
8334,4854
4854,1849
13305,4854
4854,2708
2904,4854
9789,4854
4854,13304
2858,4854
4855,2688
4855,1849
4855,13305
4855,2904
9789,4855
2858,4855
4896,2858
3512,9790
3511,9790
12011,3949
4071,6148
7636,6302
6302,13360
6302,13359
6302,11184
6302,11185
1606,6302
8313,6302
12975,10774
10775,12975
12975,10777
12974,11707
9254,5012
9254,12982
397,12931
12931,12995
9218,12931
12919,9267
1884,511
147,2711
12167,2711
267,2711
275,2711
308,2711
2711,328
2711,324
327,2711
2711,860
2711,863
3267,2711
10656,2711
2711,462
665,2711
2711,666
131,2711
2711,765
791,2711
2711,807
2711,4416
2711,787
2711,868
869,2711
2711,913
966,2711
9373,2711
944,2711
2711,1017
2711,1018
953,2711
1024,2711
2711,13144
2711,1050
1144,2711
2711,1168
2711,1204
2711,1310
1324,2711
2711,1356
2711,1403
2711,10425
9401,2711
2711,1515
2711,1524
1526,2711
1612,2711
1613,2711
1555,2711
2711,1636
1641,2711
1643,2711
2711,1645
2711,12012
2711,12015
12013,2711
12014,2711
12021,2711
12016,2711
12018,2711
1847,2711
2711,1866
2711,1949
2373,2711
6994,2711
2027,2711
2711,2030
2692,2711
2111,2711
2124,2711
5948,2711
2206,2711
2204,2711
2403,2711
2711,2447
2711,2522
2711,2527
2528,2711
2711,2574
2107,2711
2619,2711
2711,2621
2711,2651
2711,2652
2711,11730
2836,2711
2711,2904
8212,2711
2711,2920
2918,2711
2919,2711
2922,2711
2711,2923
2711,2926
3311,2711
2711,2929
2711,2932
2933,2711
2711,2934
2711,2943
2711,2936
2941,2711
2944,2711
2711,2958
2711,3009
2711,3025
3026,2711
3035,2711
2711,3068
3058,2711
3134,2711
3248,2711
2975,2711
2711,3324
2711,3373
3385,2711
3412,2711
2711,3415
2711,3416
3417,2711
2711,12890
2711,5362
2711,5364
5369,2711
5372,2711
2711,5373
5377,2711
2711,3489
2711,3542
3565,2711
11735,2711
3663,2711
3674,2711
3704,2711
3705,2711
2711,3732
3767,2711
2711,3896
2711,3915
4046,2711
2711,4060
4073,2711
2711,4074
2711,4076
2711,4077
4203,2711
4205,2711
4213,2711
2711,4235
4308,2711
2711,4263
2711,9369
4386,2711
3010,2711
4565,2711
9649,2711
7838,2711
2711,4587
4610,2711
169,2711
2711,4668
4274,2711
4768,2711
2711,4425
4811,2711
7837,2711
4862,2711
2711,4874
2711,4877
2711,4875
3381,2711
2711,3382
2711,4939
2711,4963
2711,4980
5056,2711
2711,4857
2711,4888
2711,4869
2711,4891
2711,4898
2711,5089
10225,2711
10226,2711
2711,10227
2711,10228
10229,2711
2711,5122
5123,2711
5124,2711
5116,2711
5117,2711
5118,2711
5125,2711
2711,5126
5129,2711
2711,5130
2711,5119
2711,5120
5115,2711
5145,2711
5154,2711
4949,2711
3005,2711
2711,5185
2711,3570
2711,1255
2711,4774
2711,2019
5273,2711
11744,2711
2711,5337
5338,2711
5354,2711
2711,5356
9826,2711
5514,2711
5515,2711
6997,2711
2711,5529
2711,477
5603,2711
5618,2711
2711,5710
8862,2711
2711,5987
2711,4204
6049,2711
5520,2711
2711,5527
2711,5773
5776,2711
2711,5777
2711,5797
5800,2711
2711,6296
2711,6311
2711,6345
2711,6455
6456,2711
6457,2711
2711,6470
6491,2711
2711,6510
6553,2711
6314,2711
2711,6678
2711,6731
7036,2711
11750,2711
6777,2711
6837,2711
6855,2711
2711,6860
6864,2711
6015,2711
7049,2711
2711,415
2711,7080
2711,7194
1416,2711
2711,6786
2711,7361
7396,2711
2711,7881
7496,2711
2711,8042
2711,7542
7609,2711
7758,2711
2711,7823
2711,7827
7841,2711
7846,2711
7849,2711
7853,2711
7857,2711
7859,2711
2711,7860
9234,2711
7912,2711
8050,2711
2711,12238
2526,2711
2711,8059
2711,8025
2711,8028
2711,8029
8031,2711
8984,2711
8032,2711
2711,8065
8063,2711
8071,2711
8072,2711
2711,8144
2711,8565
8306,2711
8312,2711
2711,8315
8299,2711
2711,8404
2711,8437
8438,2711
8789,2711
2711,8510
10336,2711
8567,2711
2711,8568
2711,8570
2711,8579
8620,2711
2711,8636
2711,8660
8662,2711
9177,2711
2711,8681
2711,8690
8703,2711
2711,10876
2711,8790
6159,2711
8890,2711
2711,8893
8792,2711
2711,8573
10269,2711
10258,2711
9072,2711
2711,9073
2711,9033
2711,43
2711,9145
2711,9147
2711,9150
5826,2711
2711,4543
9165,2711
627,2711
630,2711
2711,9191
9121,2711
2711,9196
9197,2711
9266,2711
9230,2711
9221,2711
9248,2711
2711,9268
2711,9272
2711,9286
2711,9291
2711,9364
2711,9382
2711,11775
2711,9597
2711,9722
9600,2711
9604,2711
2711,9607
2711,9630
2711,9631
2711,9634
2711,9638
2711,9908
9654,2711
2711,9663
9677,2711
2711,9685
9783,2711
9670,2711
2711,9737
9749,2711
2711,9751
2711,9752
9758,2711
9763,2711
2711,9771
9778,2711
9798,2711
2711,9799
9802,2711
2711,10008
2711,10219
2711,9877
2711,10290
2711,10045
10043,2711
10046,2711
10047,2711
10049,2711
2711,10050
2711,10051
10054,2711
10055,2711
2711,10057
2711,10061
2711,10060
10065,2711
10068,2711
2711,10087
10074,2711
10077,2711
10092,2711
10095,2711
2711,10093
10094,2711
10096,2711
10097,2711
2711,10099
10101,2711
10340,2711
2711,10343
2711,10344
10349,2711
10362,2711
10355,2711
10356,2711
2711,12919
2711,10364
2711,10363
10365,2711
10368,2711
10369,2711
2711,10371
2711,10372
10389,2711
10325,2711
2711,10330
10331,2711
2711,10332
2711,12888
10338,2711
10056,2711
2711,10453
2711,10454
10652,2711
2711,10653
2711,10675
2711,11229
10699,2711
2711,10701
10886,2711
2711,10905
2711,10906
10907,2711
2711,10908
2711,10909
10914,2711
2711,10910
2711,10911
2711,10917
4551,2711
2711,401
2711,11152
2711,11142
2711,11145
11161,2711
2711,11183
11199,2711
2711,12889
2711,11219
10438,2711
2711,11222
10440,2711
10383,2711
11155,2711
2711,11156
10455,2711
11231,2711
11282,2711
7023,2711
2711,11457
2711,11494
2711,11496
11501,2711
11498,2711
11503,2711
2711,11506
2711,11507
2711,11509
2711,11535
2711,11588
2711,11604
11620,2711
2711,11686
11316,2711
2711,11433
11434,2711
2711,11694
5128,2711
2711,11759
2711,9784
11896,2711
2711,11872
11795,2711
2711,11962
12006,2711
2711,12011
2711,12046
12082,2711
12111,2711
2711,12123
12129,2711
12173,2711
2711,12175
12606,2711
2711,12195
12221,2711
12260,2711
2711,12390
12414,2711
12434,2711
12485,2711
12526,2711
12527,2711
12528,2711
2711,12533
2711,12568
2711,12572
2711,12590
2711,12656
2711,12204
2711,12241
2711,11922
11925,2711
2711,11931
11934,2711
2711,11936
3438,2711
2711,12853
2711,12883
2711,11458
2711,12936
2711,12993
2711,11230
2711,13261
2711,13299
13300,2711
2711,13309
13388,2711
13392,2711
13393,2711
13395,2711
2711,13404
2711,13407
2711,0
1,2711
3,2711
2711,5
6,2711
13497,2711
2711,13547
13673,2711
13828,2711
10875,8111
147,8111
8111,168
196,8111
199,8111
267,8111
8111,275
8111,308
8111,328
316,8111
8111,324
8111,327
8111,860
8111,863
8111,3267
462,8111
8111,666
689,8111
777,8111
8111,868
8111,869
966,8111
8111,1017
8111,1018
8111,1024
1168,8111
8111,11374
8111,1204
1310,8111
8111,1356
10437,8111
8111,1515
1612,8111
1613,8111
1555,8111
1641,8111
1643,8111
8111,1645
1685,8111
8111,12012
8111,12015
12014,8111
8111,12021
12018,8111
1847,8111
8111,1311
8111,1866
1949,8111
8111,2097
8111,1493
6994,8111
8111,2030
8111,2037
13099,8111
8111,2692
8111,2124
5948,8111
2170,8111
8111,2204
8111,2386
2403,8111
8111,2427
2522,8111
8111,2523
2527,8111
8111,2528
8111,2582
2619,8111
2621,8111
2651,8111
8111,2678
2681,8111
8111,11465
8111,2904
8111,2920
8111,2918
2919,8111
8111,2922
8111,2923
8111,3311
2929,8111
2931,8111
8111,2932
8111,2933
2934,8111
8111,2943
8111,2936
8111,2938
8111,2940
8111,2941
2944,8111
8111,3025
8111,3028
3034,8111
3035,8111
8111,3068
12029,8111
8111,3262
2975,8111
8111,3341
3324,8111
3373,8111
3399,8111
8111,3412
3417,8111
12890,8111
3474,8111
8111,5362
8111,5364
8111,5360
5377,8111
8111,3489
3542,8111
8111,7661
8111,3565
8111,3592
3615,8111
8111,3753
3749,8111
3752,8111
3767,8111
3896,8111
8111,3915
8111,4046
8111,4073
4074,8111
4075,8111
8111,4076
8111,11347
4213,8111
4308,8111
4263,8111
4313,8111
8111,8293
8111,4386
9649,8111
7838,8111
4587,8111
8111,4610
8111,4425
8111,12102
8111,7837
8111,4853
4862,8111
4874,8111
8111,4877
4875,8111
8111,4939
8111,4963
8111,4980
8111,4857
4863,8111
4888,8111
4891,8111
4898,8111
8111,5089
8111,5090
8111,10225
10226,8111
10227,8111
8111,10228
8111,5122
8111,5123
8111,5124
8111,5116
8111,5117
8111,5118
5125,8111
8111,5126
8111,5129
5130,8111
8111,5119
5115,8111
5145,8111
8111,4949
8111,5185
8111,3570
1255,8111
4774,8111
2019,8111
5354,8111
5356,8111
5514,8111
5515,8111
8111,6997
8111,5532
477,8111
8111,5618
5715,8111
8862,8111
5964,8111
8111,4204
9367,8111
1673,8111
6019,8111
8111,6026
8111,6030
5520,8111
8111,5527
5773,8111
5776,8111
8111,5777
8111,6248
5797,8111
6233,8111
8111,6296
8111,6311
8111,6345
8111,6400
6455,8111
6456,8111
6457,8111
8111,10457
6510,8111
6314,8111
6678,8111
8111,6664
8111,6777
8111,6832
8111,6833
6835,8111
8111,6836
8111,6837
8111,6855
6860,8111
8111,6966
8111,6015
7049,8111
415,8111
7194,8111
7213,8111
8111,7254
6786,8111
7361,8111
7496,8111
7522,8111
8042,8111
8111,7710
7665,8111
8111,7757
8111,7758
8111,7774
8111,7784
7827,8111
8111,7829
8111,7841
7845,8111
7849,8111
7853,8111
8111,7857
8111,7859
8111,7860
8111,7912
2526,8111
8059,8111
8111,8025
8111,8026
8027,8111
8111,8028
8029,8111
8111,8030
8111,8031
8111,8984
8111,8032
8111,8065
8111,8066
8111,8068
8111,8069
8111,8071
8072,8111
8067,8111
8111,8078
8111,8306
8312,8111
8111,8404
8429,8111
8111,8437
8438,8111
8111,8507
8111,8789
8111,8510
8111,8512
8111,10336
8111,8567
8568,8111
8111,8570
8111,8583
8111,8591
8620,8111
8636,8111
9177,8111
8111,8703
10876,8111
6159,8111
8893,8111
8792,8111
8573,8111
8111,10269
8111,10270
8111,10258
8250,8111
9073,8111
8111,9033
8111,9038
43,8111
9145,8111
8111,9147
9165,8111
8111,627
8111,9191
9199,8111
9192,8111
9195,8111
9121,8111
9194,8111
9196,8111
9197,8111
8111,9266
8111,9286
9291,8111
9364,8111
8111,9382
9654,8111
8111,9663
